R_um,D_um,s_um,C_GND_GND_F,C_feedline_feedline_F,C_island_island_F,C_GND_feedline_F,C_GND_island_F,C_feedline_island_F,row_sum_GND_F,row_sum_feedline_F,row_sum_island_F,missing_cap_GND_F,missing_cap_feedline_F,missing_cap_island_F
40.0,400.0,64.0,7.113e-13,1.945e-13,1.113e-14,-1.913e-13,-1.059e-14,-3.289e-17,5.093e-13,3.117e-15,5.104e-16,-5.093e-13,-3.117e-15,-5.104e-16
40.0,400.0,72.0,7.109e-13,1.942e-13,1.109e-14,-1.911e-13,-1.053e-14,-3.443e-17,5.093e-13,3.125e-15,5.329e-16,-5.093e-13,-3.125e-15,-5.329e-16
40.0,400.0,80.0,7.107e-13,1.942e-13,1.104e-14,-1.91e-13,-1.044e-14,-3.739e-17,5.092e-13,3.123e-15,5.667e-16,-5.092e-13,-3.123e-15,-5.667e-16
40.0,500.0,8.0,7.121e-13,1.942e-13,1.178e-14,-1.911e-13,-1.146e-14,-1.209e-17,5.096e-13,3.113e-15,3.042e-16,-5.096e-13,-3.113e-15,-3.042e-16
40.0,500.0,16.0,7.122e-13,1.944e-13,1.163e-14,-1.913e-13,-1.128e-14,-1.299e-17,5.096e-13,3.108e-15,3.287e-16,-5.096e-13,-3.108e-15,-3.287e-16
40.0,500.0,24.0,7.116e-13,1.941e-13,1.151e-14,-1.91e-13,-1.115e-14,-1.391e-17,5.095e-13,3.123e-15,3.496e-16,-5.095e-13,-3.123e-15,-3.496e-16
40.0,500.0,32.0,7.116e-13,1.943e-13,1.141e-14,-1.912e-13,-1.099e-14,-1.652e-17,5.095e-13,3.119e-15,4.119e-16,-5.095e-13,-3.119e-15,-4.119e-16
40.0,500.0,40.0,7.115e-13,1.944e-13,1.128e-14,-1.913e-13,-1.082e-14,-1.743e-17,5.094e-13,3.114e-15,4.354e-16,-5.094e-13,-3.114e-15,-4.354e-16
40.0,500.0,48.0,7.113e-13,1.943e-13,1.123e-14,-1.912e-13,-1.075e-14,-1.835e-17,5.094e-13,3.122e-15,4.571e-16,-5.094e-13,-3.122e-15,-4.571e-16
40.0,500.0,56.0,7.114e-13,1.945e-13,1.117e-14,-1.914e-13,-1.067e-14,-1.945e-17,5.094e-13,3.114e-15,4.847e-16,-5.094e-13,-3.114e-15,-4.847e-16
40.0,500.0,64.0,7.113e-13,1.945e-13,1.114e-14,-1.914e-13,-1.061e-14,-2.033e-17,5.093e-13,3.114e-15,5.044e-16,-5.093e-13,-3.114e-15,-5.044e-16
40.0,500.0,72.0,7.109e-13,1.942e-13,1.111e-14,-1.911e-13,-1.056e-14,-2.111e-17,5.093e-13,3.122e-15,5.23e-16,-5.093e-13,-3.122e-15,-5.23e-16
40.0,500.0,80.0,7.11e-13,1.944e-13,1.105e-14,-1.913e-13,-1.047e-14,-2.281e-17,5.092e-13,3.112e-15,5.588e-16,-5.092e-13,-3.112e-15,-5.588e-16
40.0,600.0,8.0,7.123e-13,1.943e-13,1.186e-14,-1.911e-13,-1.155e-14,-7.928e-18,5.096e-13,3.108e-15,2.946e-16,-5.096e-13,-3.108e-15,-2.946e-16
40.0,600.0,16.0,7.122e-13,1.945e-13,1.163e-14,-1.914e-13,-1.129e-14,-8.863e-18,5.096e-13,3.104e-15,3.288e-16,-5.096e-13,-3.104e-15,-3.288e-16
40.0,600.0,24.0,7.12e-13,1.945e-13,1.15e-14,-1.913e-13,-1.114e-14,-9.498e-18,5.096e-13,3.105e-15,3.518e-16,-5.096e-13,-3.105e-15,-3.518e-16
40.0,600.0,32.0,7.121e-13,1.947e-13,1.142e-14,-1.916e-13,-1.099e-14,-1.12e-17,5.095e-13,3.098e-15,4.135e-16,-5.095e-13,-3.098e-15,-4.135e-16
40.0,600.0,40.0,7.118e-13,1.946e-13,1.128e-14,-1.915e-13,-1.083e-14,-1.178e-17,5.094e-13,3.103e-15,4.349e-16,-5.094e-13,-3.103e-15,-4.349e-16
40.0,600.0,48.0,7.11e-13,1.94e-13,1.123e-14,-1.909e-13,-1.076e-14,-1.251e-17,5.094e-13,3.129e-15,4.583e-16,-5.094e-13,-3.129e-15,-4.583e-16
40.0,600.0,56.0,7.109e-13,1.941e-13,1.117e-14,-1.909e-13,-1.067e-14,-1.334e-17,5.093e-13,3.127e-15,4.887e-16,-5.093e-13,-3.127e-15,-4.887e-16
40.0,600.0,64.0,7.114e-13,1.946e-13,1.114e-14,-1.914e-13,-1.062e-14,-1.375e-17,5.093e-13,3.111e-15,5.056e-16,-5.093e-13,-3.111e-15,-5.056e-16
40.0,600.0,72.0,7.111e-13,1.944e-13,1.111e-14,-1.913e-13,-1.057e-14,-1.431e-17,5.093e-13,3.118e-15,5.25e-16,-5.093e-13,-3.118e-15,-5.25e-16
40.0,600.0,80.0,7.106e-13,1.941e-13,1.104e-14,-1.91e-13,-1.045e-14,-1.566e-17,5.092e-13,3.125e-15,5.699e-16,-5.092e-13,-3.125e-15,-5.699e-16
40.0,700.0,8.0,7.125e-13,1.944e-13,1.189e-14,-1.913e-13,-1.159e-14,-5.665e-18,5.096e-13,3.106e-15,2.937e-16,-5.096e-13,-3.106e-15,-2.937e-16
40.0,700.0,16.0,7.125e-13,1.947e-13,1.165e-14,-1.916e-13,-1.132e-14,-6.344e-18,5.096e-13,3.097e-15,3.298e-16,-5.096e-13,-3.097e-15,-3.298e-16
40.0,700.0,24.0,7.121e-13,1.945e-13,1.151e-14,-1.914e-13,-1.115e-14,-6.856e-18,5.095e-13,3.106e-15,3.552e-16,-5.095e-13,-3.106e-15,-3.552e-16
40.0,700.0,32.0,7.117e-13,1.944e-13,1.14e-14,-1.912e-13,-1.096e-14,-8.285e-18,5.094e-13,3.11e-15,4.257e-16,-5.094e-13,-3.11e-15,-4.257e-16
40.0,700.0,40.0,7.115e-13,1.943e-13,1.128e-14,-1.912e-13,-1.084e-14,-8.52e-18,5.094e-13,3.111e-15,4.386e-16,-5.094e-13,-3.111e-15,-4.386e-16
40.0,700.0,48.0,7.116e-13,1.946e-13,1.121e-14,-1.915e-13,-1.073e-14,-9.128e-18,5.094e-13,3.105e-15,4.708e-16,-5.094e-13,-3.105e-15,-4.708e-16
40.0,700.0,56.0,7.113e-13,1.944e-13,1.119e-14,-1.912e-13,-1.07e-14,-9.397e-18,5.094e-13,3.114e-15,4.85e-16,-5.094e-13,-3.114e-15,-4.85e-16
40.0,700.0,64.0,7.113e-13,1.945e-13,1.113e-14,-1.913e-13,-1.061e-14,-9.993e-18,5.093e-13,3.111e-15,5.143e-16,-5.093e-13,-3.111e-15,-5.143e-16
40.0,700.0,72.0,7.111e-13,1.944e-13,1.11e-14,-1.913e-13,-1.055e-14,-1.048e-17,5.093e-13,3.108e-15,5.389e-16,-5.093e-13,-3.108e-15,-5.389e-16
40.0,700.0,80.0,7.109e-13,1.943e-13,1.106e-14,-1.912e-13,-1.049e-14,-1.095e-17,5.092e-13,3.112e-15,5.617e-16,-5.092e-13,-3.112e-15,-5.617e-16
40.0,800.0,8.0,7.123e-13,1.943e-13,1.184e-14,-1.912e-13,-1.153e-14,-4.406e-18,5.096e-13,3.11e-15,3.075e-16,-5.096e-13,-3.11e-15,-3.075e-16
40.0,800.0,16.0,7.124e-13,1.946e-13,1.166e-14,-1.915e-13,-1.131e-14,-4.821e-18,5.096e-13,3.098e-15,3.374e-16,-5.096e-13,-3.098e-15,-3.374e-16
40.0,800.0,24.0,7.125e-13,1.948e-13,1.161e-14,-1.917e-13,-1.125e-14,-4.941e-18,5.096e-13,3.101e-15,3.458e-16,-5.096e-13,-3.101e-15,-3.458e-16
40.0,800.0,32.0,7.117e-13,1.944e-13,1.141e-14,-1.913e-13,-1.097e-14,-6.214e-18,5.094e-13,3.11e-15,4.317e-16,-5.094e-13,-3.11e-15,-4.317e-16
40.0,800.0,40.0,7.115e-13,1.944e-13,1.13e-14,-1.913e-13,-1.085e-14,-6.369e-18,5.094e-13,3.11e-15,4.439e-16,-5.094e-13,-3.11e-15,-4.439e-16
40.0,800.0,48.0,7.109e-13,1.94e-13,1.122e-14,-1.909e-13,-1.074e-14,-6.884e-18,5.093e-13,3.128e-15,4.763e-16,-5.093e-13,-3.128e-15,-4.763e-16
40.0,800.0,56.0,7.11e-13,1.941e-13,1.119e-14,-1.91e-13,-1.068e-14,-7.192e-18,5.093e-13,3.117e-15,4.976e-16,-5.093e-13,-3.117e-15,-4.976e-16
40.0,800.0,64.0,7.109e-13,1.941e-13,1.114e-14,-1.91e-13,-1.061e-14,-7.558e-18,5.093e-13,3.12e-15,5.226e-16,-5.093e-13,-3.12e-15,-5.226e-16
40.0,800.0,72.0,7.113e-13,1.946e-13,1.11e-14,-1.915e-13,-1.055e-14,-7.855e-18,5.093e-13,3.105e-15,5.467e-16,-5.093e-13,-3.105e-15,-5.467e-16
40.0,800.0,80.0,7.107e-13,1.942e-13,1.105e-14,-1.911e-13,-1.045e-14,-8.443e-18,5.092e-13,3.116e-15,5.837e-16,-5.092e-13,-3.116e-15,-5.837e-16
40.0,900.0,8.0,7.124e-13,1.943e-13,1.194e-14,-1.912e-13,-1.163e-14,-3.319e-18,5.096e-13,3.111e-15,3.044e-16,-5.096e-13,-3.111e-15,-3.044e-16
40.0,900.0,16.0,7.121e-13,1.944e-13,1.166e-14,-1.913e-13,-1.131e-14,-3.803e-18,5.096e-13,3.109e-15,3.474e-16,-5.096e-13,-3.109e-15,-3.474e-16
40.0,900.0,24.0,7.122e-13,1.946e-13,1.153e-14,-1.915e-13,-1.115e-14,-4.07e-18,5.095e-13,3.103e-15,3.721e-16,-5.095e-13,-3.103e-15,-3.721e-16
40.0,900.0,32.0,7.119e-13,1.946e-13,1.141e-14,-1.915e-13,-1.097e-14,-4.858e-18,5.094e-13,3.104e-15,4.433e-16,-5.094e-13,-3.104e-15,-4.433e-16
40.0,900.0,40.0,7.118e-13,1.947e-13,1.129e-14,-1.916e-13,-1.082e-14,-5.051e-18,5.094e-13,3.099e-15,4.624e-16,-5.094e-13,-3.099e-15,-4.624e-16
40.0,900.0,48.0,7.114e-13,1.945e-13,1.124e-14,-1.914e-13,-1.075e-14,-5.327e-18,5.093e-13,3.109e-15,4.853e-16,-5.093e-13,-3.109e-15,-4.853e-16
40.0,900.0,56.0,7.111e-13,1.943e-13,1.118e-14,-1.912e-13,-1.065e-14,-5.72e-18,5.093e-13,3.115e-15,5.204e-16,-5.093e-13,-3.115e-15,-5.204e-16
40.0,900.0,64.0,7.109e-13,1.942e-13,1.113e-14,-1.91e-13,-1.058e-14,-6.009e-18,5.092e-13,3.121e-15,5.457e-16,-5.092e-13,-3.121e-15,-5.457e-16
40.0,900.0,72.0,7.108e-13,1.943e-13,1.108e-14,-1.912e-13,-1.049e-14,-6.392e-18,5.092e-13,3.117e-15,5.826e-16,-5.092e-13,-3.117e-15,-5.826e-16
40.0,900.0,80.0,7.105e-13,1.941e-13,1.103e-14,-1.91e-13,-1.041e-14,-6.831e-18,5.091e-13,3.12e-15,6.159e-16,-5.091e-13,-3.12e-15,-6.159e-16
40.0,1000.0,8.0,7.122e-13,1.943e-13,1.18e-14,-1.912e-13,-1.146e-14,-2.917e-18,5.096e-13,3.111e-15,3.411e-16,-5.096e-13,-3.111e-15,-3.411e-16
40.0,1000.0,16.0,7.12e-13,1.944e-13,1.162e-14,-1.913e-13,-1.124e-14,-3.17e-18,5.095e-13,3.108e-15,3.704e-16,-5.095e-13,-3.108e-15,-3.704e-16
40.0,1000.0,24.0,7.122e-13,1.946e-13,1.157e-14,-1.915e-13,-1.118e-14,-3.255e-18,5.095e-13,3.106e-15,3.823e-16,-5.095e-13,-3.106e-15,-3.823e-16
40.0,1000.0,32.0,7.124e-13,1.944e-13,1.18e-14,-1.913e-13,-1.147e-14,-2.758e-18,5.096e-13,3.106e-15,3.315e-16,-5.096e-13,-3.106e-15,-3.315e-16
40.0,1000.0,40.0,7.116e-13,1.945e-13,1.129e-14,-1.914e-13,-1.08e-14,-4.156e-18,5.094e-13,3.102e-15,4.873e-16,-5.094e-13,-3.102e-15,-4.873e-16
40.0,1000.0,48.0,7.149e-13,1.946e-13,1.281e-14,-1.915e-13,-1.303e-14,1.538e-18,5.104e-13,3.104e-15,-2.147e-16,-5.104e-13,-3.104e-15,2.147e-16
40.0,1000.0,56.0,7.111e-13,1.944e-13,1.118e-14,-1.913e-13,-1.063e-14,-4.67e-18,5.093e-13,3.11e-15,5.458e-16,-5.093e-13,-3.11e-15,-5.458e-16
40.0,1000.0,64.0,7.11e-13,1.943e-13,1.113e-14,-1.912e-13,-1.055e-14,-4.931e-18,5.092e-13,3.113e-15,5.751e-16,-5.092e-13,-3.113e-15,-5.751e-16
40.0,1000.0,72.0,7.107e-13,1.942e-13,1.109e-14,-1.911e-13,-1.048e-14,-5.187e-18,5.091e-13,3.116e-15,6.038e-16,-5.091e-13,-3.116e-15,-6.038e-16
40.0,1000.0,80.0,7.106e-13,1.942e-13,1.106e-14,-1.911e-13,-1.043e-14,-5.367e-18,5.091e-13,3.115e-15,6.245e-16,-5.091e-13,-3.115e-15,-6.245e-16
60.0,100.0,8.0,7.183e-13,1.958e-13,1.815e-14,-1.92e-13,-1.693e-14,-6.786e-16,5.093e-13,3.128e-15,5.431e-16,-5.093e-13,-3.128e-15,-5.431e-16
60.0,100.0,16.0,7.171e-13,1.956e-13,1.766e-14,-1.917e-13,-1.623e-14,-8.194e-16,5.092e-13,3.145e-15,6.059e-16,-5.092e-13,-3.145e-15,-6.059e-16
60.0,100.0,24.0,7.168e-13,1.959e-13,1.745e-14,-1.918e-13,-1.586e-14,-9.54e-16,5.092e-13,3.164e-15,6.452e-16,-5.092e-13,-3.164e-15,-6.452e-16
60.0,200.0,8.0,7.178e-13,1.944e-13,1.8e-14,-1.911e-13,-1.732e-14,-1.435e-16,5.094e-13,3.121e-15,5.357e-16,-5.094e-13,-3.121e-15,-5.357e-16
60.0,200.0,16.0,7.168e-13,1.943e-13,1.736e-14,-1.911e-13,-1.656e-14,-1.687e-16,5.092e-13,3.123e-15,6.307e-16,-5.092e-13,-3.123e-15,-6.307e-16
60.0,200.0,24.0,7.166e-13,1.944e-13,1.721e-14,-1.91e-13,-1.637e-14,-1.804e-16,5.092e-13,3.13e-15,6.661e-16,-5.092e-13,-3.13e-15,-6.661e-16
60.0,200.0,32.0,7.163e-13,1.944e-13,1.703e-14,-1.911e-13,-1.611e-14,-1.995e-16,5.091e-13,3.138e-15,7.133e-16,-5.091e-13,-3.138e-15,-7.133e-16
60.0,200.0,40.0,7.163e-13,1.944e-13,1.715e-14,-1.91e-13,-1.617e-14,-2.176e-16,5.091e-13,3.143e-15,7.612e-16,-5.091e-13,-3.143e-15,-7.612e-16
60.0,200.0,48.0,7.158e-13,1.943e-13,1.689e-14,-1.909e-13,-1.587e-14,-2.359e-16,5.09e-13,3.153e-15,7.795e-16,-5.09e-13,-3.153e-15,-7.795e-16
60.0,200.0,56.0,7.156e-13,1.944e-13,1.673e-14,-1.91e-13,-1.566e-14,-2.503e-16,5.09e-13,3.156e-15,8.239e-16,-5.09e-13,-3.156e-15,-8.239e-16
60.0,200.0,64.0,7.159e-13,1.949e-13,1.662e-14,-1.915e-13,-1.549e-14,-2.645e-16,5.089e-13,3.159e-15,8.625e-16,-5.089e-13,-3.159e-15,-8.625e-16
60.0,200.0,72.0,7.161e-13,1.953e-13,1.657e-14,-1.918e-13,-1.539e-14,-2.776e-16,5.089e-13,3.163e-15,8.988e-16,-5.089e-13,-3.163e-15,-8.988e-16
60.0,200.0,80.0,7.156e-13,1.951e-13,1.647e-14,-1.917e-13,-1.52e-14,-3.124e-16,5.088e-13,3.184e-15,9.516e-16,-5.088e-13,-3.184e-15,-9.516e-16
60.0,300.0,8.0,7.176e-13,1.942e-13,1.787e-14,-1.91e-13,-1.727e-14,-6.213e-17,5.093e-13,3.12e-15,5.397e-16,-5.093e-13,-3.12e-15,-5.397e-16
60.0,300.0,16.0,7.169e-13,1.943e-13,1.727e-14,-1.912e-13,-1.656e-14,-7.293e-17,5.092e-13,3.121e-15,6.326e-16,-5.092e-13,-3.121e-15,-6.326e-16
60.0,300.0,24.0,7.169e-13,1.945e-13,1.715e-14,-1.913e-13,-1.641e-14,-7.701e-17,5.092e-13,3.116e-15,6.636e-16,-5.092e-13,-3.116e-15,-6.636e-16
60.0,300.0,32.0,7.168e-13,1.946e-13,1.702e-14,-1.914e-13,-1.624e-14,-8.151e-17,5.092e-13,3.116e-15,6.986e-16,-5.092e-13,-3.116e-15,-6.986e-16
60.0,300.0,40.0,7.168e-13,1.947e-13,1.708e-14,-1.915e-13,-1.623e-14,-9.084e-17,5.091e-13,3.114e-15,7.631e-16,-5.091e-13,-3.114e-15,-7.631e-16
60.0,300.0,48.0,7.166e-13,1.948e-13,1.685e-14,-1.916e-13,-1.598e-14,-9.141e-17,5.091e-13,3.111e-15,7.747e-16,-5.091e-13,-3.111e-15,-7.747e-16
60.0,300.0,56.0,7.162e-13,1.946e-13,1.671e-14,-1.914e-13,-1.58e-14,-9.632e-17,5.09e-13,3.121e-15,8.123e-16,-5.09e-13,-3.121e-15,-8.123e-16
60.0,300.0,64.0,7.161e-13,1.948e-13,1.66e-14,-1.916e-13,-1.565e-14,-1.014e-16,5.089e-13,3.115e-15,8.492e-16,-5.089e-13,-3.115e-15,-8.492e-16
60.0,300.0,72.0,7.151e-13,1.94e-13,1.651e-14,-1.907e-13,-1.549e-14,-1.11e-16,5.088e-13,3.149e-15,9.051e-16,-5.088e-13,-3.149e-15,-9.051e-16
60.0,300.0,80.0,7.147e-13,1.939e-13,1.644e-14,-1.906e-13,-1.537e-14,-1.183e-16,5.088e-13,3.161e-15,9.463e-16,-5.088e-13,-3.161e-15,-9.463e-16
60.0,400.0,8.0,7.177e-13,1.942e-13,1.784e-14,-1.91e-13,-1.727e-14,-3.417e-17,5.094e-13,3.119e-15,5.362e-16,-5.094e-13,-3.119e-15,-5.362e-16
60.0,400.0,16.0,7.17e-13,1.943e-13,1.728e-14,-1.912e-13,-1.662e-14,-3.976e-17,5.092e-13,3.12e-15,6.22e-16,-5.092e-13,-3.12e-15,-6.22e-16
60.0,400.0,24.0,7.169e-13,1.944e-13,1.713e-14,-1.913e-13,-1.643e-14,-4.227e-17,5.092e-13,3.116e-15,6.596e-16,-5.092e-13,-3.116e-15,-6.596e-16
60.0,400.0,32.0,7.167e-13,1.945e-13,1.699e-14,-1.913e-13,-1.625e-14,-4.478e-17,5.092e-13,3.117e-15,6.965e-16,-5.092e-13,-3.117e-15,-6.965e-16
60.0,400.0,40.0,7.168e-13,1.945e-13,1.711e-14,-1.913e-13,-1.632e-14,-4.802e-17,5.091e-13,3.115e-15,7.447e-16,-5.091e-13,-3.115e-15,-7.447e-16
60.0,400.0,48.0,7.164e-13,1.944e-13,1.683e-14,-1.913e-13,-1.6e-14,-5.005e-17,5.091e-13,3.116e-15,7.72e-16,-5.091e-13,-3.116e-15,-7.72e-16
60.0,400.0,56.0,7.161e-13,1.944e-13,1.67e-14,-1.913e-13,-1.583e-14,-5.268e-17,5.09e-13,3.114e-15,8.076e-16,-5.09e-13,-3.114e-15,-8.076e-16
60.0,400.0,64.0,7.155e-13,1.94e-13,1.659e-14,-1.908e-13,-1.569e-14,-5.535e-17,5.089e-13,3.127e-15,8.425e-16,-5.089e-13,-3.127e-15,-8.425e-16
60.0,400.0,72.0,7.152e-13,1.94e-13,1.65e-14,-1.908e-13,-1.554e-14,-5.937e-17,5.089e-13,3.134e-15,9.001e-16,-5.089e-13,-3.134e-15,-9.001e-16
60.0,400.0,80.0,7.148e-13,1.938e-13,1.644e-14,-1.906e-13,-1.544e-14,-6.208e-17,5.088e-13,3.144e-15,9.337e-16,-5.088e-13,-3.144e-15,-9.337e-16
60.0,500.0,8.0,7.178e-13,1.942e-13,1.788e-14,-1.911e-13,-1.733e-14,-2.11e-17,5.094e-13,3.12e-15,5.282e-16,-5.094e-13,-3.12e-15,-5.282e-16
60.0,500.0,16.0,7.17e-13,1.943e-13,1.726e-14,-1.912e-13,-1.661e-14,-2.503e-17,5.092e-13,3.119e-15,6.237e-16,-5.092e-13,-3.119e-15,-6.237e-16
60.0,500.0,24.0,7.169e-13,1.944e-13,1.71e-14,-1.913e-13,-1.641e-14,-2.656e-17,5.092e-13,3.115e-15,6.645e-16,-5.092e-13,-3.115e-15,-6.645e-16
60.0,500.0,32.0,7.168e-13,1.945e-13,1.702e-14,-1.913e-13,-1.63e-14,-2.765e-17,5.092e-13,3.115e-15,6.87e-16,-5.092e-13,-3.115e-15,-6.87e-16
60.0,500.0,40.0,7.168e-13,1.945e-13,1.713e-14,-1.913e-13,-1.636e-14,-2.968e-17,5.091e-13,3.113e-15,7.367e-16,-5.091e-13,-3.113e-15,-7.367e-16
60.0,500.0,48.0,7.164e-13,1.944e-13,1.684e-14,-1.913e-13,-1.604e-14,-3.094e-17,5.091e-13,3.114e-15,7.65e-16,-5.091e-13,-3.114e-15,-7.65e-16
60.0,500.0,56.0,7.162e-13,1.944e-13,1.674e-14,-1.913e-13,-1.592e-14,-3.193e-17,5.09e-13,3.111e-15,7.865e-16,-5.09e-13,-3.111e-15,-7.865e-16
60.0,500.0,64.0,7.158e-13,1.943e-13,1.661e-14,-1.911e-13,-1.575e-14,-3.379e-17,5.09e-13,3.115e-15,8.3e-16,-5.09e-13,-3.115e-15,-8.3e-16
60.0,500.0,72.0,7.154e-13,1.94e-13,1.652e-14,-1.909e-13,-1.56e-14,-3.628e-17,5.089e-13,3.128e-15,8.851e-16,-5.089e-13,-3.128e-15,-8.851e-16
60.0,500.0,80.0,7.149e-13,1.938e-13,1.643e-14,-1.906e-13,-1.547e-14,-3.825e-17,5.088e-13,3.142e-15,9.311e-16,-5.088e-13,-3.142e-15,-9.311e-16
60.0,600.0,8.0,7.179e-13,1.944e-13,1.78e-14,-1.913e-13,-1.724e-14,-1.466e-17,5.094e-13,3.105e-15,5.411e-16,-5.094e-13,-3.105e-15,-5.411e-16
60.0,600.0,16.0,7.172e-13,1.944e-13,1.727e-14,-1.913e-13,-1.662e-14,-1.702e-17,5.092e-13,3.107e-15,6.252e-16,-5.092e-13,-3.107e-15,-6.252e-16
60.0,600.0,24.0,7.172e-13,1.946e-13,1.717e-14,-1.915e-13,-1.65e-14,-1.756e-17,5.092e-13,3.103e-15,6.496e-16,-5.092e-13,-3.103e-15,-6.496e-16
60.0,600.0,32.0,7.166e-13,1.943e-13,1.7e-14,-1.912e-13,-1.629e-14,-1.892e-17,5.092e-13,3.117e-15,6.924e-16,-5.092e-13,-3.117e-15,-6.924e-16
60.0,600.0,40.0,7.167e-13,1.944e-13,1.714e-14,-1.912e-13,-1.638e-14,-2.016e-17,5.091e-13,3.117e-15,7.382e-16,-5.091e-13,-3.117e-15,-7.382e-16
60.0,600.0,48.0,7.166e-13,1.946e-13,1.684e-14,-1.915e-13,-1.605e-14,-2.093e-17,5.091e-13,3.112e-15,7.669e-16,-5.091e-13,-3.112e-15,-7.669e-16
60.0,600.0,56.0,7.158e-13,1.941e-13,1.67e-14,-1.91e-13,-1.587e-14,-2.209e-17,5.09e-13,3.128e-15,8.072e-16,-5.09e-13,-3.128e-15,-8.072e-16
60.0,600.0,64.0,7.157e-13,1.942e-13,1.659e-14,-1.91e-13,-1.572e-14,-2.315e-17,5.089e-13,3.122e-15,8.426e-16,-5.089e-13,-3.122e-15,-8.426e-16
60.0,600.0,72.0,7.153e-13,1.94e-13,1.651e-14,-1.909e-13,-1.559e-14,-2.465e-17,5.089e-13,3.127e-15,8.932e-16,-5.089e-13,-3.127e-15,-8.932e-16
60.0,600.0,80.0,7.148e-13,1.937e-13,1.644e-14,-1.906e-13,-1.548e-14,-2.59e-17,5.088e-13,3.138e-15,9.341e-16,-5.088e-13,-3.138e-15,-9.341e-16
60.0,700.0,8.0,7.178e-13,1.943e-13,1.782e-14,-1.912e-13,-1.726e-14,-1.061e-17,5.093e-13,3.114e-15,5.461e-16,-5.093e-13,-3.114e-15,-5.461e-16
60.0,700.0,16.0,7.173e-13,1.945e-13,1.728e-14,-1.914e-13,-1.664e-14,-1.219e-17,5.092e-13,3.105e-15,6.284e-16,-5.092e-13,-3.105e-15,-6.284e-16
60.0,700.0,24.0,7.17e-13,1.944e-13,1.714e-14,-1.913e-13,-1.646e-14,-1.292e-17,5.092e-13,3.109e-15,6.642e-16,-5.092e-13,-3.109e-15,-6.642e-16
60.0,700.0,32.0,7.17e-13,1.947e-13,1.699e-14,-1.916e-13,-1.627e-14,-1.365e-17,5.092e-13,3.102e-15,7.048e-16,-5.092e-13,-3.102e-15,-7.048e-16
60.0,700.0,40.0,7.167e-13,1.944e-13,1.714e-14,-1.912e-13,-1.638e-14,-1.45e-17,5.091e-13,3.114e-15,7.469e-16,-5.091e-13,-3.114e-15,-7.469e-16
60.0,700.0,48.0,7.161e-13,1.941e-13,1.684e-14,-1.91e-13,-1.605e-14,-1.516e-17,5.091e-13,3.118e-15,7.758e-16,-5.091e-13,-3.118e-15,-7.758e-16
60.0,700.0,56.0,7.161e-13,1.943e-13,1.672e-14,-1.912e-13,-1.589e-14,-1.583e-17,5.09e-13,3.113e-15,8.106e-16,-5.09e-13,-3.113e-15,-8.106e-16
60.0,700.0,64.0,7.159e-13,1.943e-13,1.661e-14,-1.912e-13,-1.575e-14,-1.65e-17,5.089e-13,3.112e-15,8.461e-16,-5.089e-13,-3.112e-15,-8.461e-16
60.0,700.0,72.0,7.153e-13,1.94e-13,1.651e-14,-1.909e-13,-1.558e-14,-1.78e-17,5.089e-13,3.125e-15,9.075e-16,-5.089e-13,-3.125e-15,-9.075e-16
60.0,700.0,80.0,7.149e-13,1.938e-13,1.644e-14,-1.907e-13,-1.547e-14,-1.861e-17,5.088e-13,3.138e-15,9.451e-16,-5.088e-13,-3.138e-15,-9.451e-16
60.0,800.0,8.0,7.183e-13,1.946e-13,1.794e-14,-1.915e-13,-1.739e-14,-7.76e-18,5.094e-13,3.105e-15,5.427e-16,-5.094e-13,-3.105e-15,-5.427e-16
60.0,800.0,16.0,7.17e-13,1.943e-13,1.729e-14,-1.911e-13,-1.663e-14,-9.27e-18,5.092e-13,3.115e-15,6.426e-16,-5.092e-13,-3.115e-15,-6.426e-16
60.0,800.0,24.0,7.167e-13,1.942e-13,1.715e-14,-1.911e-13,-1.646e-14,-9.789e-18,5.091e-13,3.117e-15,6.792e-16,-5.091e-13,-3.117e-15,-6.792e-16
60.0,800.0,32.0,7.164e-13,1.942e-13,1.7e-14,-1.91e-13,-1.627e-14,-1.042e-17,5.091e-13,3.116e-15,7.198e-16,-5.091e-13,-3.116e-15,-7.198e-16
60.0,800.0,40.0,7.164e-13,1.941e-13,1.714e-14,-1.91e-13,-1.637e-14,-1.103e-17,5.091e-13,3.117e-15,7.619e-16,-5.091e-13,-3.117e-15,-7.619e-16
60.0,800.0,48.0,7.163e-13,1.944e-13,1.685e-14,-1.913e-13,-1.605e-14,-1.14e-17,5.09e-13,3.112e-15,7.897e-16,-5.09e-13,-3.112e-15,-7.897e-16
60.0,800.0,56.0,7.162e-13,1.945e-13,1.67e-14,-1.914e-13,-1.585e-14,-1.207e-17,5.09e-13,3.107e-15,8.36e-16,-5.09e-13,-3.107e-15,-8.36e-16
60.0,800.0,64.0,7.155e-13,1.941e-13,1.659e-14,-1.909e-13,-1.571e-14,-1.266e-17,5.089e-13,3.119e-15,8.72e-16,-5.089e-13,-3.119e-15,-8.72e-16
60.0,800.0,72.0,7.153e-13,1.941e-13,1.651e-14,-1.909e-13,-1.557e-14,-1.344e-17,5.088e-13,3.123e-15,9.252e-16,-5.088e-13,-3.123e-15,-9.252e-16
